"SURVEY_YEAR","BIOMASS_MALE_LE102","CV_BIOMASS_MALE_LE102","CI_BIOMASS_MALE_LE102","BIOMASS_MALE_GE103","CV_BIOMASS_MALE_GE103","CI_BIOMASS_MALE_GE103","BIOMASS_MALE_GE110","CV_BIOMASS_MALE_GE110","CI_BIOMASS_MALE_GE110","BIOMASS_MALE_103TO124","CV_BIOMASS_MALE_103TO124","CI_BIOMASS_MALE_103TO124","BIOMASS_MALE_GE125","CV_BIOMASS_MALE_GE125","CI_BIOMASS_MALE_GE125","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1975,5575.565005537816105330649159508951501886,0.1974510126413527506973857192113029806883,2157.765874526617440631948610584653301046,72480.5676910265046124721355623824979261,0.361914049617799462304966240351686037457,51414.2021124466204354760249919186571251,70086.6747364524127130804417474471991548,0.3714372247378123583504158495611823782816,51024.2879122108759024791703365421789399,15697.5216053485543909517777924310433265,0.2874056524278997684713349696219140955267,8842.650619433057492083111560064917005909,56783.0460856779502215203577699514545997,0.4063841375947701296906185785424508723912,45228.4292585233502288047687780078426926,78056.1326965643207178027847218914494281,0.3402518406818480946897282593112874866022,52055.1359399646904347436623950380252538,262.302907992102150371283829862071334081,0.5113336589565895368535237007110831640422,262.883639169168280063803628396994395234,13111.5524521454808283558157783233370865,0.3850968447462546315585506210373372586728,9896.466258930635182789583484776111981354,13373.8553601375829787270996081854084206,0.3782793305736884460017022508905008728343,9915.743983531472595417468651168292886135
1976,5866.165676111659780589825400345181119316,0.3514930100654770024147032353957727170062,4041.355812836971819569928592929039612837,47396.7342778946764417842038746942656962,0.2140891952803425639002080321181456020845,19888.3722529225711810510700721648112759,45625.4956827643590663515198823725354598,0.2180985957021025365602462679410277668579,19503.6788117815674111030318678729040439,9070.396055464291403041427680321570343755,0.2466208136515506862982010779915661363633,4384.418972467222049913635419377828730171,38326.3382224303850387427761943726953529,0.234199563883937223050377622551118901923,17592.9829260444811059591155569908074278,53262.8999540063362223740292750394468157,0.2006204418727820356734246989200221878117,20943.827987429124949410939003942360139,1950.421701356947934182853917488358864152,0.5706434026602947031194299792074730115103,2181.470741518227411358144399703512604306,10189.3389724822335424686287896401072765,0.4221920321651841122052024471373024273616,8431.641145335879023628642874199746545208,12139.7606738391814766514827071284661407,0.3713962385582012706411984651327556787961,8836.976444470867827655667471374281296853
1977,10423.8493096496721425334635026288668105,0.4320257036300715250387305133667385204593,8826.606831769060447908748978794243541606,39881.6932761128223426254301049342602653,0.267300365747076209191428510246095774412,20894.366750662628147546463125484546374,38605.6202062521707742957265154928555898,0.2733957947814220018046410807654434881027,20687.0438698633525504612359336684811972,6894.999230217276233170212271011402500159,0.279151498709408313640541705878485455758,3772.508762682123832763845012050083860496,32986.6940458955461094552178339228577652,0.2942107244018165138245649725615796404572,19021.8767356934718565806718843473323084,50305.5425857624944851588936075631270758,0.2319538136084382407170717289196601405162,22870.3823988822396373493561285429704315,13341.2225159511407330949208150972391212,0.6463849577311081377213370592086843763649,16902.1884820265970802340160018440033403,8271.706174379696984890146358204478589992,0.3608253556440050559624805862649428766401,5849.896991420402667519938916875162402827,21612.9286903308377179850671733017177112,0.4256053034849744674027749638055327110005,18029.2110659168411581158627929549440867
1978,11558.3085467720414547263409194209742305,0.2371935614737912919804181690038304729412,5373.450482890770154444408530293696943286,14076.8970737172272331167849977631953626,0.2480827008156010571649072246356042729908,6844.779904495961770723781795186716300618,12985.2711338471358207661168221789789916,0.2531755632340461133999766646107932565336,6443.60453279475644705624769879078629805,3679.02073659128960728529980620377586942,0.2021254935854400260686175264641928574736,1457.50280929738375273800104732750113777,10397.8763371259376258314851915594194932,0.2764457481788053523610948408883864499243,5633.919458835452841304796085848837168154,25635.2056204892686878431259171841695931,0.1804026342341131738624581087834430908114,9064.330901216039269282178667594670199297,6101.966433410206926967290291104903371075,0.26868605745184534145054529667692619146,3213.446075245113871994461261676169693971,8065.428449468881047954994197193015641145,0.2616475451369714729677152810552038926156,4136.18712639158887407048342799604381144,14167.3948828790879749222844882979190122,0.2487932854989496704323088574823334050939,6908.5153309500913030523528289960756889
1979,15939.6212357345548439314326631204598745,0.284565559098096403753348050452895439434,8890.299768367040034583304203917829239567,15744.3642736441944402871090528044671136,0.2041413383768500744190338865885024531712,6299.588165640202120864106663303215011192,13118.0898375256763979233974692101264006,0.2149234636290151693321302777710140084978,5525.99519599210231771577165947339685891,7672.125702681865700393778717304300427888,0.2052952397254852686137393549682905939568,3087.099735258816242906469851252923071671,8072.23857096232873989333033550016668577,0.2440313664442260950398532578117991131339,3860.963641122019109669981226787585142742,31683.9855093787492842185417159249269882,0.1923447179608157944186952447495424098546,11944.7246230850189654850333812624323561,3235.920183106069633777197745648098364111,0.2482292484008332763507331536236730662137,1574.370068477512658526758089534251407318,16464.849406038338180160196966700769067,0.3443006778404105885646707108763276055158,11110.9632696369917465492469846701401085,19700.7695891444078139373947123488674311,0.3150698497265189888686698715366234571788,12165.9522873390674695041615335183130326
1980,62322.9475353873178876761496189417152917,0.1877593743175575286750387136333736611761,22935.3665643457622322931046768522286359,37886.2210606573776801023744836976289832,0.223737715169383924453016090273091334992,16614.0900115668027765340547433999068129,27214.3593174486429215432499752277957295,0.242062041515679224965054079234937500941,12911.6242148488156724622974960217760723,25256.5859435023516948502208944587372131,0.2033853184832621839194046139851412707761,10068.1648008014530806356665119044489394,12629.6351171550259852521535892388917701,0.3116449232153867942894603593480282004137,7714.484865995296119406380588265747488679,100209.1685960446955677785241026393442768,0.1753112740265142149030623353762790896514,34432.8821507922945697905960475402315253,12198.7827189051438933901676658394673048,0.251529665732912896573365245078597415443,6013.97724968390456742768695790791218259,52221.3929969207259494747900704941431653,0.3262121015218290313600953799224674292478,33389.0906936887575139115476706242333696,64420.1757158258698428649577363336104699,0.2850358148368765570871998971004926564908,35989.6322631065809317464502642003901197
1981,28783.2225345072607083595266251826306029,0.1970590559190901558454779621025370725619,11117.1095315598010547744882689409760385,26294.2606141624782779063458750147885048,0.1525557825272463775914615710809163943086,7862.229347779065185653763457818301628826,17850.4830888160909316649647677171545747,0.1688981486432340267139921400457262678998,5909.230550333254958455322882657202314805,18259.5616305262272718187499673606177141,0.1519443380568164577222651376344692593987,5437.896530109585539489390822587225006688,8034.698983636251006087595907654170790704,0.2430018534043157015956750165220580045572,3826.795619355986033097441864871827795269,55077.4831486697389862658725001974191078,0.1615668222579837935637975060597119671514,17441.4401033845137445120398093864241094,631.354255931109517014412836521990771104,0.2495664336896578511210257962344268371248,308.8270668931284500569978139089369794,34893.4338531729756238291403896074193507,0.3010142629211422428095500593286295259184,20586.7056933169712477951325354890429671,35524.7881091040851408435532261294101218,0.2976972914511924138686633002493442504566,20728.2410709373144258605992102973715098
1982,14816.2855406141601900613093656525713478,0.1959738757234040092275464956599547948985,5691.065606388822939944623444523249272935,35278.2930075413127249004626532221509314,0.1873715885861816854966887785841216407012,12955.8936147263299550526140480664933259,26201.1328844876620977386523790315963458,0.1949847601213702076376069343015493397205,10013.2903563643440530141540034742485373,23318.4334706226562039467175122484413083,0.1813107226365016115143684047083250411264,8286.64876568716893315704111141011475741,11959.8595369186565209537451409737096231,0.2271906156827529062501839406687009371527,5325.64898927671552880308977606836271019,50094.5785481554729149617720188747222793,0.1822284398565951395710485883450578272708,17892.1675124439000971483003835396401001,409.90939553467461270370384881537229742,0.2658052938802645801195852533221043243331,213.55393119497656611207481738354154444,57346.8776757165366907836500229780385394,0.2870386943863553783641144011034562503335,32263.1148745365414635222306778993700858,57756.7870712512113034873538717934108367,0.2850227048538090398374733764572345434366,32265.5115224385145318995370071707215752
1983,7840.405032073649921352401665512896913988,0.228077271045371614181244237206612616865,3504.90763986728445933424971301977360995,17459.7216103404637424040518421082349782,0.1980747265995702011225028784800894965318,6778.325985566678043090943305054666682557,13626.1726797549163905988203737765136365,0.1946406571397280924732577737368682773866,5198.326121186337017339209459146201024737,11591.3429294500875593248674882606662174,0.2033633289530852243658950585294372611941,4620.2180069327623174424341476136718368,5868.378680890376183079184353847568760801,0.2077273119191074445907832631329254143332,2389.284156261320708604389025440143116074,25300.1266424141136637564535076211318922,0.1970463790335117357305290604529210125295,9771.184754194880944897178689308312723332,1425.580552424767751733124435950273441745,0.3389326025591696735903847021345749098273,947.024424510488096812840908019564144116,15992.6494047428494474066046775497520825,0.2210135766831499192847439307347871955731,6927.80158534045670692847686015695801757,17418.2299571676171991397291135000255242,0.2067327725053317835954226381081551652745,7057.801183514148447745781901620420938548
1984,5961.269496318662981286423998570218246728,0.1695008596639487853998791268078444027124,1980.462996456397174980083574083237719916,13397.7180362726263911598895910085592694,0.1918177990010024409399185859639810950158,5037.044739293541647550790867581545091179,10664.3714872010636855476616213424151009,0.2011940282483053925123317414249023636045,4205.39140216285265774101154638810728496,9391.171194167325432788018863045849168959,0.1906632961111002186354492453794070114791,3509.481242278176454252429437586852424608,4006.546842105300958371870727962710100436,0.2221458082238499033782139163112060989763,1744.473669395343426893856457590667560775,19358.9875325912893724463135895787775161,0.1730323244773473141418575659458369605238,6565.47200009282420109972917592475983289,1573.182546838543896926548870401558768663,0.2290888621805332475066648396267466990381,706.381255328730327443612488116042698719,10784.595813873718431122734967489471507,0.2597153360029207457433176589293730380578,5489.812853893574400201405868818322594001,12357.7783607122623280492838378910302757,0.231279752477821319959819660776987039779,5601.883684064964743646156793647055603862
1985,2556.57018746375234970486985339461284692,0.1732219536384670577338665517680049547885,867.994001673212962640463543297869171579,4324.021751491187801492849970770290816331,0.1797421513523157257416661460023851652719,1523.329585330179452389921984882418419038,3312.563217765803154629564785516788012611,0.1896478158572348426951331601572916168536,1231.311943111064783433722728284155548593,2806.938679835423271952772688222976733458,0.186809048364075535458829429347093218481,1027.748625448885045104579195263677051184,1517.083071655764529540077282547314082859,0.2180798462444318899548582773682900009505,648.456676293170369033897320863962571319,6880.591938954940151197719824164903663246,0.1641413095484527133292701869589951489205,2213.603167804038921864561798935531879509,675.327803900014611526847996790455668702,0.2188749989922902628797574059316161169481,289.712249900239336945334204071094771818,2717.972692784039779120416481462606900035,0.3071174574817049404356057340404426503112,1636.084251308573345617547910086391548038,3393.300496684054390647264478253062568746,0.2507708315649197361101133106782179988932,1667.843943114106350836935726369503618129
1986,6099.846168393187114731364388238362824493,0.3535273483377723221586143261788011102406,4226.666384713513571412597838421227750448,5828.856587306962535920125199596360933022,0.3530978789149713606182789698209858423308,4033.987519056188215248090773713562518182,3392.335969714716062789301923855405926788,0.2739175798414139504359617226277916219176,1821.272099313133061987638604635452211985,4952.759550331043026656892702505992787427,0.3956200703726211635510717672920707219342,3840.445720407652031951614085718203520646,876.097036975919509263232497090368145616,0.3059529620013691415304173304165186250022,525.367187588274970846516569496516804835,11928.7027557001496506514895878347237575,0.3488153588085661611505333438861092777714,8155.392874426548086026552009690971518239,1209.673542298374101460850541750887698176,0.2766042177138946417667137944707597371327,655.817575559009713329196147735682397635,1360.113553996005096662336923723587656358,0.3117309082483902673264990565890868543467,831.019289675916506196215328572197206527,2569.78709629437919812318746547447535452,0.2317647836460561061690153736370322132276,1167.348854762623346412600992522250734393
1987,7838.781134922742189304993033355465722093,0.1502155640918269955522612362296546604761,2307.913582750591408217298688901327872246,8526.25738686560859599108207676878458498,0.2306865388314728959657485657129253913938,3855.109899294119445378304529320899438631,6924.667955701319348193856180246600108996,0.2615052042197204807374737604870763032672,3549.239947502478588729603669063956612119,4433.549362533126356962713433033053094479,0.1932113541503874457547704372098180404265,1678.959669014120259980165531439184678986,4092.7080243324822390283686437357314905,0.3431551131917259201819129475950450518817,2752.690023286975892438421272294346322297,16365.0385217883507852960751101242503071,0.1568457230163483681029177850671076487924,5030.901146314962139113212080775956788919,3095.186775938312342240222698117520767955,0.1957485457423530568200280219852313886133,1187.521487974138549979765957532149337979,2042.277927064464518471030396150676649317,0.2090534317802645539452407793655721225683,836.81261023174583745230244843576218975,5137.464703002776860711253094268197417274,0.172639491819643214763260731832021011077,1738.381419312797161294620549232632165318
1988,18710.0996982381350037447180105940325902,0.2343523425313799646390073692748130832093,8594.121158824433762648398686753053470075,21259.5862284565718106095344339404213877,0.290130764574508584115127099551567925047,12089.3976137196050663054133108170198707,17415.9774638904824784076973155853330805,0.3132929661452071033046882602340426520053,10694.3543464414483554219869301621928217,10922.0906585431783579951813670822583525,0.2393577081113004156712590811399393459917,5124.001712112968481355924879695062088284,10337.4955699133934526143530668581630352,0.3639751708040554660303661815554330709801,7374.679762860972407081680822017262841239,39969.6859266947068143542524445344539777,0.2340246429540609299804968921353080140277,18333.6272968421381542788924017697848086,6483.958459764564316947907791841236482448,0.2422630391517844928663620560782655953717,3078.814025105114368132696256499581449706,6183.992954301203940058081464606695632684,0.2614504337788918493764871926182672519488,3168.942975159814954862392747593062865095,12667.9514140657682570059892564479321151,0.2281007372484440815273511962656142680775,5663.555351672708061198104280308968056117
