"SURVEY_YEAR","BIOMASS_MALE_LE102","CV_BIOMASS_MALE_LE102","CI_BIOMASS_MALE_LE102","BIOMASS_MALE_GE103","CV_BIOMASS_MALE_GE103","CI_BIOMASS_MALE_GE103","BIOMASS_MALE_GE110","CV_BIOMASS_MALE_GE110","CI_BIOMASS_MALE_GE110","BIOMASS_MALE_103TO124","CV_BIOMASS_MALE_103TO124","CI_BIOMASS_MALE_103TO124","BIOMASS_MALE_GE125","CV_BIOMASS_MALE_GE125","CI_BIOMASS_MALE_GE125","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1975,5575.565005537816105330649159508951501886,0.1974510126413527506973857192113029806883,2157.765874526617440631948610584653301046,72480.5676910265046124721355623824979261,0.361914049617799462304966240351686037457,51414.2021124466204354760249919186571251,70086.6747364524127130804417474471991548,0.3714372247378123583504158495611823782816,51024.2879122108759024791703365421789399,15697.5216053485543909517777924310433265,0.2874056524278997684713349696219140955267,8842.650619433057492083111560064917005909,56783.0460856779502215203577699514545997,0.4063841375947701296906185785424508723912,45228.4292585233502288047687780078426926,78056.1326965643207178027847218914494281,0.3402518406818480946897282593112874866022,52055.1359399646904347436623950380252538,267.78719695696954247022154342032239025,0.5115584149777299653216160099767235595943,268.498036292207603085898213626544686101,12997.2559405073812472289827134929124997,0.3921041920888420196472569320162231488157,9988.705938252116552751006044092406701128,13265.0431374643507896992042569132348899,0.3849303050701834689760319394800313761988,10007.989519279660590435325988876052929
1976,5866.165676111659780589825400345181119316,0.3514930100654770024147032353957727170062,4041.355812836971819569928592929039612837,47396.7342778946764417842038746942656962,0.2140891952803425639002080321181456020845,19888.3722529225711810510700721648112759,45625.4956827643590663515198823725354598,0.2180985957021025365602462679410277668579,19503.6788117815674111030318678729040439,9070.396055464291403041427680321570343755,0.2466208136515506862982010779915661363633,4384.418972467222049913635419377828730171,38326.3382224303850387427761943726953529,0.234199563883937223050377622551118901923,17592.9829260444811059591155569908074278,53262.8999540063362223740292750394468157,0.2006204418727820356734246989200221878117,20943.827987429124949410939003942360139,1971.448103366841213801285619957545241509,0.5703789879409192487745798764241738044759,2203.966244993790352698219435333171465422,9711.584935704459778538719286836744970898,0.4299890021085856843012897818965588199712,8184.714442176814489112479196370743838885,11683.0330390713009923400049067942902124,0.372585843766471549710868305063917963679,8531.748136323332309991265806378814350587
1977,10423.8493096496721425334635026288668105,0.4320257036300715250387305133667385204593,8826.606831769060447908748978794243541606,39881.6932761128223426254301049342602653,0.267300365747076209191428510246095774412,20894.366750662628147546463125484546374,38605.6202062521707742957265154928555898,0.2733957947814220018046410807654434881027,20687.0438698633525504612359336684811972,6894.999230217276233170212271011402500159,0.279151498709408313640541705878485455758,3772.508762682123832763845012050083860496,32986.6940458955461094552178339228577652,0.2942107244018165138245649725615796404572,19021.8767356934718565806718843473323084,50305.5425857624944851588936075631270758,0.2319538136084382407170717289196601405162,22870.3823988822396373493561285429704315,13592.2238089608570002896195098346228462,0.6468171417619702108858036980364860138483,17231.6993744300802419979035735481325181,7537.468619432481343585334479830771849714,0.3832505267065013542418734289803276394702,5661.928084125199203853919120758512117707,21129.6924283933383438749539896653946959,0.4412485276537687472037015537902794980094,18273.953520658870294373080497013309357
1978,11558.3085467720414547263409194209742305,0.2371935614737912919804181690038304729412,5373.450482890770154444408530293696943286,14076.8970737172272331167849977631953626,0.2480827008156010571649072246356042729908,6844.779904495961770723781795186716300618,12985.2711338471358207661168221789789916,0.2531755632340461133999766646107932565338,6443.604532794756447056247698790786298054,3679.02073659128960728529980620377586942,0.2021254935854400260686175264641928574736,1457.50280929738375273800104732750113777,10397.8763371259376258314851915594194932,0.2764457481788053523610948408883864499243,5633.919458835452841304796085848837168154,25635.2056204892686878431259171841695931,0.1804026342341131738624581087834430908114,9064.330901216039269282178667594670199297,6200.757547936563032272979013578766385821,0.2685319716342909867823373123605186974759,3263.599233948289080685388641186764550102,7407.798371189738149035451634262389504316,0.2743530470894132500688274801459822387188,3983.41002850539812890360814483737258451,13608.5559191263011813084306478411558901,0.2557728649892005039076329278873819602953,6822.170698169326534908565813781766664236
1979,15939.6212357345548439314326631204598745,0.284565559098096403753348050452895439434,8890.299768367040034583304203917829239567,15744.3642736441944402871090528044671136,0.2041413383768500744190338865885024531712,6299.588165640202120864106663303215011192,13118.0898375256763979233974692101264006,0.214923463629015169332130277771014008498,5525.995195992102317715771659473396858914,7672.125702681865700393778717304300427888,0.2052952397254852686137393549682905939568,3087.099735258816242906469851252923071671,8072.23857096232873989333033550016668577,0.2440313664442260950398532578117991131339,3860.963641122019109669981226787585142742,31683.9855093787492842185417159249269882,0.1923447179608157944186952447495424098546,11944.7246230850189654850333812624323561,3305.739672406686846963808751423498026954,0.2482592229983674891198865587956949463064,1608.533510512861442873075880770158500535,13773.3066032424759270093187283471326826,0.3552922576880145454924774898133531957894,9591.356429834705822950089579111612900631,17079.0462756491627739731274797706307095,0.3138559004257707138013326040770499328952,10506.3045166242566293818966926352834131
1980,62322.9475353873178876761496189417152917,0.1877593743175575286750387136333736611761,22935.3665643457622322931046768522286359,37886.2210606573776801023744836976289832,0.223737715169383924453016090273091334992,16614.0900115668027765340547433999068129,27214.3593174486429215432499752277957295,0.242062041515679224965054079234937500941,12911.6242148488156724622974960217760723,25256.5859435023516948502208944587372131,0.2033853184832621839194046139851412707761,10068.1648008014530806356665119044489394,12629.6351171550259852521535892388917701,0.3116449232153867942894603593480282004137,7714.484865995296119406380588265747488679,100209.1685960446955677785241026393442768,0.1753112740265142149030623353762790896514,34432.8821507922945697905960475402315253,12487.5382448592504032494320610698908632,0.2516378864652183953066317692961473296755,6158.981952936330699539018147082081950923,48970.5670065357520274815851037053711522,0.3352072812527647585197195926612597540319,32173.9696302276967323900688200991099291,61458.105251395002430731017164775262016,0.2879826025490563088530821489817522108149,34689.7755921398924025374786405994561946
1981,28783.2225345072607083595266251826306029,0.1970590559190901558454779621025370725619,11117.1095315598010547744882689409760385,26294.2606141624782779063458750147885048,0.1525557825272463775914615710809163943085,7862.229347779065185653763457818301628819,17850.4830888160909316649647677171545747,0.1688981486432340267139921400457262678998,5909.230550333254958455322882657202314805,18259.5616305262272718187499673606177141,0.1519443380568164577222651376344692593987,5437.896530109585539489390822587225006688,8034.698983636251006087595907654170790704,0.2430018534043157015956750165220580045572,3826.795619355986033097441864871827795269,55077.4831486697389862658725001974191078,0.1615668222579837935637975060597119671514,17441.4401033845137445120398093864241094,645.497959292539841377602038354108563345,0.2498407716377136806706902917697423449732,316.092548150826590087571066125960436958,34119.3708039397958033155150272334411078,0.3008417691981130624002476205344398144104,20118.4824781040390171684013014115275285,34764.8687632323356446931170655875496712,0.2973807614666377348932901484876743442008,20263.2701643916103984324583631174902021
1982,14816.2855406141601900613093656525713478,0.1959738757234040092275464956599547948985,5691.065606388822939944623444523249272935,35278.2930075413127249004626532221509314,0.1873715885861816854966887785841216407012,12955.8936147263299550526140480664933259,26201.1328844876620977386523790315963458,0.1949847601213702076376069343015493397205,10013.2903563643440530141540034742485373,23318.4334706226562039467175122484413083,0.1813107226365016115143684047083250411264,8286.64876568716893315704111141011475741,11959.8595369186565209537451409737096231,0.2271906156827529062501839406687009371527,5325.64898927671552880308977606836271019,50094.5785481554729149617720188747222793,0.1822284398565951395710485883450578272708,17892.1675124439000971483003835396401001,415.064010206383369293445361782439107597,0.2664485476331024391564400643330391454093,216.762677280753630036198845269165891632,59018.3211417212578761276019734775902668,0.2878985893986977012135912669697613972361,33302.9311545465407593627828714031984319,59433.385151927641245421047335260029375,0.2859087567084918937926612583937626205604,33305.3495012985660421293238459268450864
1983,7840.405032073649921352401665512896913988,0.228077271045371614181244237206612616865,3504.90763986728445933424971301977360995,17459.7216103404637424040518421082349782,0.1980747265995702011225028784800894965319,6778.325985566678043090943305054666682561,13626.1726797549163905988203737765136365,0.1946406571397280924732577737368682773866,5198.326121186337017339209459146201024737,11591.3429294500875593248674882606662174,0.2033633289530852243658950585294372611941,4620.2180069327623174424341476136718368,5868.378680890376183079184353847568760801,0.2077273119191074445907832631329254143332,2389.284156261320708604389025440143116074,25300.1266424141136637564535076211318922,0.1970463790335117357305290604529210125295,9771.184754194880944897178689308312723332,1433.002512230129616576589459020411117268,0.3385396146336049075385820482919241854857,950.8511117883765363066699803552787047,16461.7895633435050149473982281582072354,0.221518726227328630316372869096069573931,7147.325524768603786342918866283283797052,17894.7920755736346315239876871786183527,0.2073841764515689426206348592047708287779,7273.749566035204551478472897239091075294
1984,5961.269496318662981286423998570218246728,0.1695008596639487853998791268078444027124,1980.462996456397174980083574083237719916,13397.7180362726263911598895910085592694,0.1918177990010024409399185859639810950158,5037.044739293541647550790867581545091179,10664.3714872010636855476616213424151009,0.2011940282483053925123317414249023636045,4205.39140216285265774101154638810728496,9391.171194167325432788018863045849168959,0.1906632961111002186354492453794070114791,3509.481242278176454252429437586852424608,4006.546842105300958371870727962710100436,0.2221458082238499033782139163112060989763,1744.473669395343426893856457590667560775,19358.9875325912893724463135895787775161,0.1730323244773473141418575659458369605238,6565.47200009282420109972917592475983289,1590.463411999960867979886436886083532603,0.2295539740371959224464046571880703797151,715.590505699284155279099253964354410093,10964.695031207168779149644921837242071,0.2626041426142065637344253009874767405638,5643.573701884962500462466146487248138915,12555.1584432071296471295313587233256036,0.2337199166513457295845507065043607086838,5751.40554638598749801846267681486423273
1985,2556.57018746375234970486985339461284692,0.1732219536384670577338665517680049547885,867.994001673212962640463543297869171579,4324.021751491187801492849970770290816331,0.1797421513523157257416661460023851652719,1523.329585330179452389921984882418419038,3312.563217765803154629564785516788012611,0.1896478158572348426951331601572916168536,1231.311943111064783433722728284155548593,2806.938679835423271952772688222976733458,0.186809048364075535458829429347093218481,1027.748625448885045104579195263677051184,1517.083071655764529540077282547314082859,0.2180798462444318899548582773682900009505,648.456676293170369033897320863962571319,6880.591938954940151197719824164903663246,0.1641413095484527133292701869589951489205,2213.603167804038921864561798935531879509,685.1868985137216635351919667712283084,0.219067251054027668855330599873623347659,294.199940218646641274755156088823546246,2782.11748424607244384394776688641930727,0.3099829979736642729493410804479737577732,1690.321872223830589592727759129191729274,3467.304382759794107379139733657647615661,0.253374156227264041962974636812457670408,1721.90963183512048720846561892183992308
1986,6099.846168393187114731364388238362824493,0.3535273483377723221586143261788011102406,4226.666384713513571412597838421227750448,5828.856587306962535920125199596360933022,0.3530978789149713606182789698209858423308,4033.987519056188215248090773713562518182,3392.335969714716062789301923855405926788,0.2739175798414139504359617226277916219176,1821.272099313133061987638604635452211985,4952.759550331043026656892702505992787427,0.3956200703726211635510717672920707219342,3840.445720407652031951614085718203520646,876.097036975919509263232497090368145616,0.3059529620013691415304173304165186250022,525.367187588274970846516569496516804835,11928.7027557001496506514895878347237575,0.3488153588085661611505333438861092777714,8155.392874426548086026552009690971518239,1234.439251497354337815861976229347284647,0.2765516135267821100753951916870978148076,669.116886932677581197614924473349310995,1307.831032306333277392076817736359768965,0.3155124731680347247541517132869403778752,808.768526838195261563375835312734173637,2542.270283803687615207938793965707053606,0.2324151193680676742370090035641865838961,1158.089620893205667122972311925142235105
1987,7838.781134922742189304993033355465722093,0.1502155640918269955522612362296546604761,2307.913582750591408217298688901327872246,8526.257386865608595991082076768784584977,0.2306865388314728959657485657129253913939,3855.109899294119445378304529320899438631,6924.667955701319348193856180246600108996,0.2615052042197204807374737604870763032672,3549.239947502478588729603669063956612119,4433.549362533126356962713433033053094479,0.1932113541503874457547704372098180404265,1678.959669014120259980165531439184678986,4092.7080243324822390283686437357314905,0.3431551131917259201819129475950450518817,2752.690023286975892438421272294346322297,16365.0385217883507852960751101242503071,0.1568457230163483681029177850671076487924,5030.901146314962139113212080775956788919,3153.545710275691168656839038278801941188,0.196686959836591233230922720140547471481,1215.712184181304907095956911091199186305,1969.733908683025922602537973134330992959,0.214331314806057091915104228313052420134,827.464290593569605863468192179415190875,5123.279618958717091259377011413132934143,0.1742665137099316877358865465003976160739,1749.919512795882415551912081119018051618
1988,18710.0996982381350037447180105940325902,0.2343523425313799646390073692748130832093,8594.121158824433762648398686753053470075,21259.5862284565718106095344339404213877,0.290130764574508584115127099551567925047,12089.3976137196050663054133108170198707,17415.9774638904824784076973155853330805,0.3132929661452071033046882602340426520053,10694.3543464414483554219869301621928217,10922.0906585431783579951813670822583525,0.2393577081113004156712590811399393459917,5124.001712112968481355924879695062088284,10337.4955699133934526143530668581630352,0.3639751708040554660303661815554330709801,7374.679762860972407081680822017262841239,39969.6859266947068143542524445344539777,0.2340246429540609299804968921353080140277,18333.6272968421381542788924017697848086,6611.311275646739118842092705143398594398,0.2427812914144815217713769989752700245393,3146.001271311491541628139270453465154924,5827.745357384963323631779345521931224508,0.2602806784984514013331829363669302291302,2973.025050843262465727737894899217749296,12439.0566330317024424738720506653298189,0.2263836370320346879219616570664044822128,5519.357808393017967723120447839347724176
1989,15648.727775508637594187238976298150884,0.2226569642587775613039564631008834300561,6829.22451317326217095707049563835885239,28742.9808110623625441633810137666760988,0.2198190402375007566868893441182278687887,12383.7787326871540290418469037055292579,24550.1351312851268862029686945145475472,0.2386216440682567481246483448436203104859,11482.0594699652453928164631651986809332,12504.2079509699223321748267445288918399,0.1747357086857163638087984024191568196197,4282.466010217945400776851202140550065409,16238.7728600924402119885542692377842589,0.2882671327285738953163984166285283806896,9174.964803162484745549260652402602725768,44391.7085865710001383506199900648269827,0.1804687267017694350148407110323804271222,15702.1776444795677810044742493282467848,5266.808832857826419112139068629431346764,0.2321260351976208505930179008718327037171,2396.224366929588565419987830970170100167,6843.52617946744055324961388326071498986,0.2403165622007209655610694021824807695612,3223.440862169288995071712819729467098589,12110.3350123252669723617529518901463366,0.1936089762355793935815051034797894092555,4595.552344668127883607348241338579144304
1990,15651.7327850483767894145121542437851809,0.1421440914881450050364561043354802988118,4360.610620413993574329317367096619885704,38788.7257111370825991905854633389046532,0.2907393912580364705326649898631787362874,22103.7245818246486550789604934025830741,34521.0982229155115842058952448987913355,0.3022115005495827333719579248635852796496,20448.038873350988072984692666530746728,14918.6414337222830714391509412424232679,0.2491950883244720819583001213352952192241,7286.59825272480416133333960497377800975,23870.0842774147995277514345220964813854,0.320987055199180696313984296762157245007,15017.4965967447334617034927422008486099,54440.4584961854593886050976175826898341,0.2231315316289825222719632827215493401861,23808.8704582023155793056599218647807979,3947.71586465548196877719500860554622781,0.2040676444134158699784348838364528305359,1578.978111534882312707435882107151583739,18354.7853189006822139177252852286998557,0.493935099269863860719929340564730332185,17769.5025087937666079122963980240202678,22302.5011835561641826949202938342460835,0.4088605241654072045217068253295035632379,17872.4801552524401777302892614695800951
1991,17783.9105681617698184541714562542765312,0.1396078052832084009570877238182968238854,4866.234538596884070323463910535258628629,38580.9503329256853599891776969026387306,0.1803149617839803496029642613957544773611,13635.1762663474322471485415654181419746,34693.2923627933619330162641660154463679,0.1904311123347243044734147775652283457393,12949.0972201930495704971312078123332838,16466.0412266040399087397501857192813919,0.1736787085211489172043168762068903542041,5605.209518397465492240721834806126419161,22114.9091063216454512494275111833573386,0.2016438564072480331499903851319176610198,8740.297690337149051714388729393246975805,56364.8609010874551784433491531569152621,0.1465932687575395090971248473734562497466,16194.910037006709976868139135639675324,3444.565897832270421470752554461628720855,0.2469914581890597157164319987288876242782,1667.525573710444314109641301918173274445,16766.5688737183296186614027003979266757,0.222122116010864920093560418631801265484,7299.482482685550404119794791568811307409,20211.1347715506000401321552548595553966,0.1970903651973068921135840646493811807325,7807.503069026715308854521645975309914462
