"SURVEY_YEAR","BIOMASS_MALE_GE25","CV_BIOMASS_MALE_GE25","CI_BIOMASS_MALE_GE25","BIOMASS_MALE_LE94","CV_BIOMASS_MALE_LE94","CI_BIOMASS_MALE_LE94","BIOMASS_MALE_GE95","CV_BIOMASS_MALE_GE95","CI_BIOMASS_MALE_GE95","BIOMASS_MALE_GE78","CV_BIOMASS_MALE_GE78","CI_BIOMASS_MALE_GE78","BIOMASS_MALE_GE102","CV_BIOMASS_MALE_GE102","CI_BIOMASS_MALE_GE102","BIOMASS_MALE_95TO101","CV_BIOMASS_MALE_95TO101","CI_BIOMASS_MALE_95TO101","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1980,331639.5583854928430920157277572136229176,0.1305476167878243861743993251577243419623,84857.7178003935570871719954757088776702,232359.7476922099949203639365010674535498,0.1482813585649418264760310676626952740883,67531.0533646716884842745902546398951553,99355.1300196427962162832960900778635411,0.1579803793649290020494694463283121285613,30764.475819415829081366191543480039725,180142.4907623256515878751271836076566736,0.1665657141474573494684061789824209439694,58810.9027393718809165301178715470459691,68751.5134252037429849155293379264516761,0.1478320028906573803780251501113310742392,19920.800905567107278233418302835071245,30603.616594439053231367766752151411867,0.2131736456312229740689558183994794376378,12786.8136571160605597076247437445637967,331714.8777118527911366472325911453170908,0.1305200526803685644146514482733697235532,84859.0688950735632202187481052358168116,27574.8475298407310929833963736743118003,0.1880477839598729399899211650913746171971,10163.3623831951345550183956881759056065,271682.3128484500643379844874287295639526,0.3269854334091923116993782593221093150695,174118.8712800699537651003994800658426644,299257.1603782907954309678838024038757559,0.3006191748096046964137257907124974527731,176326.3835932231255066422056156540512544
1981,202578.2634572593628079637111051486369763,0.1141851296815414337997731581865067768565,45337.5935557161078655471979514016311549,164466.160999452137574862364487638360197,0.1284021322479113415737746509334641636373,41390.8992797175465503271727915599937305,38112.2606867220792357553587620050512511,0.107842880452433910374277060236016614559,8055.866507099925203336332004328410700513,97264.2084189673538842282483454889699141,0.1096835554846933554352044916746660226814,20909.837033561305316794988346073239558,22704.6362467427441816045138909055423567,0.107049659766302179345229899928708516712,4763.826227249667210469939682009434333643,15407.6244399793350541508448710995088944,0.1303630633331657929264358181011480757174,3936.826836538012008520810691605544026827,202578.4216861742168106177232496434114514,0.1141850402029827839825289423587394429744,45337.5934400055007081854128297448830527,10988.0488193971066479505673301266284546,0.2635387009875570762594179822621550129863,5675.721180013476325857940458309423490863,118844.755226070696435673301201998630571,0.1734503315917947317241724274418011410248,40402.7779157389786375307822858923336439,129832.8040454678030836238685321252590249,0.1658096157150084362789818167746451627777,42193.953598122777880015494143028531692
1982,312681.027399480383490883939028579278682,0.1197387767036949710159068297702494882068,73382.4856897658889098883208257845325433,247417.4075231794751142699420800453469028,0.1225520791185200690073556226010494631737,59430.1746960764346141555749260848545508,65265.9249947840517427173811201496636993,0.1495417011671689930335051408091529676289,19129.5558058589698846703396195344719117,175947.2679420487591709562464848183129298,0.1367023278876268505860512336789368394315,47142.7061817663282439561657657673012139,34581.8013755936154131435850007310605607,0.144016079949291488593765244418401662415,9761.45752452809665083912852248416905093,30684.1236191904363295737961194186031378,0.1650721953986707210193273943226786838376,9927.58747341978342467705697735461994656,312683.332517963526856987323200195010601,0.1197377326358421496994822353049955784467,73382.3868066912868044735257777618658431,3653.69054822413447978800765552608566011,0.2844101151038885930579185325086940466562,2036.727236773855171244145902643248529168,141492.0007135940678248170326535588921464,0.1584533625652760088181762351567799140374,43942.9712467485286826274772279271168404,145145.6912618182023046050403090849778048,0.1547167448753339783829317456725254808094,44014.6790140290895493857011204673998079
1983,249927.9094383626218554949758665971400272,0.1086524225577252987587920368253530269336,53224.334737521118015539921950568561921,182952.6645794675427675144030353806740364,0.1167047515673824903716002756033272960595,41848.8327259413387713466352431349953233,67465.8534092050176647692369507184862122,0.1375302527265708109451728693445756115924,18186.0479047722202425994437371893046714,161699.8909781748328534252476650049107558,0.1247579866372840971749408632748593620551,39539.7715622946450304652621377603796896,34789.3723006504308623529565379350324298,0.1410787106679653818590005552215157119434,9619.757986682238948869935012064445062499,32676.4811085545868024162804127834537815,0.146156257375570763116371500137011160834,9360.709478738564864915798229885349484785,250418.5179886725604322836399860991602473,0.1084905408426136129317249301159000642319,53249.3592890498302177722609606663685681,3622.276912970991230161921905405665450872,0.3809284362380062193178594514052600865004,2704.46342895498158266562355709850371798,82182.1314578926476267255679971380323064,0.2025131116971110171633996896064489037835,32620.1999681801946632381558051496837978,85804.4083708636388568874899025436977573,0.1969885690698967579390120505201553741445,33128.8757447363789701169367454976859413
1984,237561.8210642821553134684813322765020287,0.1034752102801442915346452679840248964798,48180.2484027547908529726300785692893108,118624.3073748735946928244301091721565653,0.1260484194377085498480087534403549099058,29306.7166449316317675690553008413935469,119097.5123104981928565402127658446300997,0.1375422904160495279152120298037476700046,32106.6514670375694676578528549959227598,182151.8040522129636080697466420904794956,0.1172918498357018852667446400509211207437,41875.2472144609399052851531828983250994,84354.9774292787387954146837253588381999,0.151986702102259372813461055577902581828,25128.8362577577376343386259445921618111,34742.5348812194540611255290404857919015,0.1328801458716168239654413116423772395643,9048.522481813706414594910623433006090043,237721.8196853717875493646428750167866653,0.103461245424799564510263184817593167263,48206.1912374244698531453800958638631973,14118.6312217238244004299509136592722913,0.3463561175528804539676780903758141989303,9584.545618429604405783678107283068849174,39368.6378866461171330593355086265874197,0.1998015616123923459120190636739775549932,15417.1940434771880263346917976079867949,53487.2691083699415334892864222858597114,0.1797892679458011985234847982913363437212,18848.216436531241219903365153533654911
1985,98876.3786667760650163126555456941097507,0.0954691745892760272746068910952128745084,18501.7066650798710929849080936480343229,43634.9954093601558260029371124591577622,0.1259770211897799558172022453760602893384,10774.1332129497942779385615620006295645,55268.3952007848784777125665151353753424,0.1116601514567225562516040309085245353489,12095.7036626236896673142028918400933366,78717.4524136350786124072773127641587107,0.1059631262301046438124425902806795084908,16348.648799371807832878080388655220928,42737.1926738308450132474734180491638678,0.1150772338831328439235055556817443926368,9639.432716996489576585880290257159966813,12531.2025269540334644650930970862114745,0.1205582513769683983846274573813047665779,2961.050134028442917449655683696500289239,98903.3906101450343037155036275945331011,0.0954467940373218623110278544472693874636,18502.4226441922400064803983069567906766,5363.840377868737420246715004580800957092,0.259475641595711707185165210768356948953,2727.900409990371714514295558063362476225,5889.138213011432809859741288205722425098,0.2154447086607157479727400092920622141447,2486.815986467275151344829751039715175191,11252.9785908801702301064562927865233822,0.183273198945859664284554178092106303678,4042.243992678966730653310975612823356987
1986,140691.2810208877167444741824221104340165,0.1042255124232859676053136112418203151226,28740.6968814654779858122393346750918981,82002.7310070653891035146116579149616727,0.1447703074772010559386000489615093959467,23268.25874045160813698126321894397301,58717.937101068611314203834214721003184,0.1242379729633806534720809668555013433492,14298.1950647749739182862122654870229171,84051.9523658984419709026985550407612894,0.1106269039099004265845996299555381123539,18224.87822533067853110061937027656463,45945.8607764521847541253349383603115292,0.1295894818613598148606625384839956021375,11670.0365717214430002188169291472371706,12772.0763246164265600784992763606916547,0.1278683039248283042069650536817529238332,3200.961724965228266170271797509028849407,140720.6681081340004177184458726359648566,0.1042181521287727453771606326966306526572,28744.6700732498549727692450173131749523,26043.4015662863534885461604777645450602,0.2851213876708892686978733215498092255482,14554.0403567295613069934416209777205989,15173.9557834878514821933729167111709974,0.2087754523759036453612810023116573091836,6209.180986738085821604824343036376247463,41217.3573497742049707395333944757160576,0.2139663562827374077981447146763395949407,17285.490424759997954152334861991177306
1987,368105.8017337884563499430740083591874162,0.0975654622193931275814101084114533580317,70392.2488759228155594831761636445632956,260884.2628180623866143285998946429098933,0.1185229201839021237681244808289341565418,60604.6987320738514754998335917235283775,107233.106528329890712768943708498674171,0.1124839757402353275255571947985351668336,23641.5320604341507044873891894875795208,177825.4619750600913715490121591377161332,0.1056901121959785438089973631905436661632,36837.0103337938020134945648940313274814,74074.1555997911914006288507798257843465,0.1098994226208412225626703929311591433687,15955.785585825072973844950313671174917,33158.9509285386993121400929286728898225,0.1304885704952583709509067098845839191929,8480.653647343372761132140959728274492418,368117.3693463922773270975436031415840658,0.0975625195446846867655040815196140116553,70392.3377615268039809761786752209597796,107988.5664963698124815497849554140867306,0.1913666895089221879730243867094739988682,40504.2123714398221802341136164212041377,119551.2014377570636484782209100817046236,0.188936091534805670038826375663667584428,44271.5720063625172124061637649266826779,227539.767934126876130028005865495791354,0.1437111090031581367671091936492412300464,64091.9850885838434839906565845666128823
1988,467921.3865946018840006240681885761802104,0.1108853069329482268247525041825480740373,101695.7888831449853139021344742799256897,324848.4523722156267438460242340611132871,0.1187493821071134079909318601017779056558,75608.0838753992223430549408505974106026,143077.3613454691732014025671757745142264,0.189961903693036723296091515590022485336,53271.3259556611872976241126448237178882,244280.4630017941958451973476654393385215,0.1486680535262654036169996779872096962846,71180.7338599844047183701982452486739299,104852.5533867286834267250536957367967117,0.2148862556383708331039065989608378533095,44161.4902791371504687663995363849411154,38224.8079587404897746775134800377175158,0.1480293303035420613121982624704366141113,11090.4497373031643187016913639175396931,467925.813717684799945248591409835627515,0.1108841260160177093083993550103684622086,101695.6679930620033169820870540377992961,36802.5509664811084286884779330822780088,0.2005204362331573266766686589661241376789,14464.1406056119233863765254788530912294,165618.5745490353835964971150949895163089,0.1765624452685886003286339968041712099568,57314.3601883804128578843518843930150052,202421.1255155164920251855930280717943197,0.1501004782953228301033114123041825133162,59551.6752036349389984148546021354760135
1989,509969.7305774461078431963727620759210423,0.0935638836720183538651211804157088568739,93520.9071540774695160121549832584515126,367370.5117142295570746475075350001274065,0.1088371189897571588920092012371568810456,78367.7542696683738941051306614565983308,142602.3778829113590070029297905897075419,0.1036516659094556524716048202341860487114,28970.7090992184130187884336147398320398,289483.6832875068921705762281870219038155,0.1066528167886119101194772629374076280578,60513.5304644318550665585126078411491627,92026.260424993473999026620689537592818,0.1029302725189271585009363279721270307285,18565.6846063069858252373899996400477202,50576.1174579178850079763091010521147245,0.118299462583189305475170306408588912109,11726.929929039250731049051603026535987,509972.8895971409160816504373255898349464,0.0935631382875004958686359180129532070113,93520.7414248168964080447039324102797419,23265.1100094194331469255072303374417204,0.2512143471408698746402666455421640494035,11455.2776674665669601625903355055586748,256727.5337515037496915379154286006533106,0.3241625665201947403216582043784149596476,163114.0542250832542393511937307989452087,279992.6437609231828384634226589380950324,0.2979285462792225938865888909934679805202,163498.8905961534519720545753388613169875
1990,646258.3300530541760601960229492107263614,0.1186094350493737803359381335823739169947,150238.5774301472056433921542485016137588,302408.8717611995141720044671063715418599,0.1091468993664904226211486804923598890559,64693.7017595609593883221058736042850654,343855.8513914419506278549209417611192886,0.1492828232430593684978999382819111965168,100610.2736773462243067742501593252478361,515732.9327470942831810791500269718856033,0.1381298735249480725336610913353969395475,139626.7245550930995473938963121757262839,222779.327467135627024674180415425359993,0.1465760591131606340734205684245823953508,64002.0671091455626775077312487287120496,121076.5239243063236031807405263357592971,0.1677123895543862741200675973222856504524,39799.8249667170940949597986548167302892,646264.72315264146479985938804813266115,0.1186080990588587378483567545330997367521,150238.371391791457102771074220552295163,38212.573545547985574541500898014379346,0.4307717885138864131417021721054401167788,32263.3613538708899822780574140638825374,174941.8458862027563488984876541117086177,0.2104178374217402264364029580730991099247,72149.3343764466058299804858939412055826,213154.4194317507419234399885521260879659,0.1888134607047624321738297672467926156903,78882.9902509497042746079845740392962325
1991,633450.7210602897288416530197423669656354,0.1281603798669512698711582188722925968305,159119.238674638604223458080058694740216,288607.8646009341237186199368027750913155,0.1708570881649528456428707117119779545476,96648.9707597523269984938389163219695508,345500.8434917586690347995831289334999488,0.1541094099850401750205965602559156446125,104360.0650341033269489919165280121233649,474147.0776740126023043191852872475461342,0.1457664365431428488904597549776753623014,135464.8706233757395791531998740466494337,276445.716022469356451058378111599218844,0.1713108520025940274961531720310015601505,92821.9762427817133967139463816541506537,69055.1274692893125837412050173342811034,0.1899380318080714177478275760818271777991,25707.7421956337075263951931973418280461,634108.7080926927927534195199317085912578,0.1280910818908573059254211640809508634043,159198.3940937734130248001628697203055663,68924.882652337034823341251880269416643,0.1867352049499514841848875404997651575164,25226.5760929416032208030736472756065132,199019.5751764910800749256670422655887973,0.2427104327544753548952007307618409569654,94676.0893466880621669537009233088080276,267944.4578288281148982669189225350054373,0.1925591617436496193202232489169195226293,101126.5139790166022635312951576816018541
1992,342507.6696083050175054938441582775219256,0.0929983213318282899123169170772978525218,62431.1711010237040008519330420382703269,176519.511727301133016089146442156562758,0.146857765287303132346129562245638350674,50809.591602879591331700114550540462209,166297.3379387847607993164144465928209967,0.1095207060633425391861701040307740766924,35697.4836603195753622619879482315288657,223287.2753290946056305404056812760275626,0.0930252570517151684422312347031785149329,40711.8581203776036686614907928021202139,138707.5477771255052473204687836327067903,0.1162826346473888600774064584577217169655,31613.3870379653310790776441918480417925,27589.7901616592555519959456629601142057,0.0988009266074077370319639449220650921568,5342.75779243671725848454211794150049799,342816.8496660858938154055608887493837554,0.0930798903743064339099627886450838928367,62542.3353793533538509141144938867223283,49374.3894701419353341850113687561412936,0.1689178481591034912299934500592066131185,16346.8226219931124779792145680621970967,123479.1790633156610266154084305253282013,0.2016450699789831191297802703124908170865,48801.9766982125604588245248224566096557,172853.5685334575963608004197992814694944,0.1525081066402216470278674161522941198364,51668.6781075650875071281781265103609079
1993,366195.9639669201290619543022637707941098,0.129407664828496155586400465430852358362,92881.5865504953408080973357050884194318,267371.8452351650513048492980859806142077,0.1669954911519036253203963816656721254167,87513.7895258648155846972787178639947396,98958.9029967760100523369972892175912636,0.1141714246767497074384952761625002360727,22144.6267215967785313038063983331331731,142931.6133075315728856897939280820095137,0.1044562584339377590076596813197181553181,29262.9990145411035694055913098285237859,77267.6903541898706962027322287595219868,0.113244626671179370307145674912461817959,17150.2954658928576261053180485572832403,21691.212642586139356134265060458069276,0.1302888968653770579025783344517108860194,5539.203367074742182762846335502780885086,366330.748231941061357186295375198205468,0.1293822062116835994469993087175567311776,92897.4936024736772862788022407157570402,74920.8059576091897968765880005631322508,0.225216681526346235914177566716803373848,33071.8939783020231520475642655785681828,127080.5646771001776492266162324505806961,0.1662626903953348110998785039281747131133,41412.3628971391348143901467405804869682,202001.370634709367446103204233013712948,0.1513336221953659849600741045873568384029,59916.4142488952402913540387762991961427
