"SURVEY_YEAR","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1975,9076.033101974063858900771780297379505732,0.5226784491448864473617869274725722040267,9297.93993600981518742921388790525676765,58886.9577019161692709121804547794591858,0.2999375767600170076064416084953806578317,34618.3263359294172621218058657567382448,67962.9908038902331298129522350768386917,0.3003233541066790737981117919974701875147,40005.3117725575719468760472057687428081
1976,11738.4530912041188599469572420421223024,0.6430925745826717400235799942864836829394,14795.8675592791417519693266677606315945,59577.1597952778452301170612814682322528,0.2273784128465211747245134595816085931424,26551.2576708615437339547167550380363881,71315.6128864819640900640185235103545558,0.2353056727073691040807627833642805987366,32890.6977989922405623243156747198789472
1977,6111.031085905855084891480650266145766327,0.2504693218286562711598443559396777644532,3000.026591050925794226581478769734288715,132632.2454503706232623212128734927326741,0.1894860725169545298844897736490565132358,49258.6480278110632633597638048702661853,138743.2765362764783472126935237588784392,0.1884182569778351885834802072119472987625,51237.8620114236258106651285664864062861
1978,3795.174422576608868955705664760435560151,0.4916968452344746225097734573003864581016,3657.507569763155385843596004826634589985,141264.6672037583092967529350170900033172,0.1963664816839547259007576917245621940441,54369.7055427112611795256059587001072055,145059.8416263349181657086406818504388782,0.1934224792155500318347181476842146817531,54993.3550358822602712835583140049091745
1979,5131.924847780266184001025881230031016989,0.3490746539868453398811474191698216078323,3511.192785429765103796828960940757128925,59165.3738615387577313399484195245696432,0.1855827862714185513672043436799490177159,21520.9468667484611038636667970752196056,64297.2987093190239153409743007546006607,0.1756197787764930504508525929354290399352,22132.0796555031302786058309379416168284
1980,7594.299538066071080354219239527569175818,0.4266758811796768201919104964952652292379,6350.996716799636873726594777873674172816,73711.9880865524473716567921135322143274,0.3197562295364753828079121650256876294334,46196.9400690994622887529480579751610195,81306.2876246185184520110113530597835032,0.3239975588578747444530817926808521002302,51632.3558719383575017186566293193330938
1981,4215.139633365245493901793839453851325291,0.2324347176312087305101596770244108903421,1920.299789296440360583845362953154322996,59099.2818004467102795435755391374370579,0.2641427917537993314053161276026200190393,30596.8725994124164871275308846078039605,63314.4214338119557734453693785912883842,0.2557191341487027924914883419153060204839,31733.7896952337073259881609366478985705
1982,21931.9141682116853562454200164524635781,0.4933633534638363090994625866557661138628,21207.989334943484791999205856406091012,48912.6758615217623062399479452379437352,0.1954577324237373148547481226512076565726,18738.3069929138186954475647016252102817,70844.5900297334476624853679616904073132,0.2520555509877934245697750438405516548906,34999.2734619196493752851702147917223946
1983,7256.88068590800489330059700329975581149,0.3151843114985641224940366532393284446508,4483.019687525678874470719945121977037418,7237.48290277438436302075257713290191415,0.1891279901235057243094879871482909333469,2682.868766111712400054453207290495740633,14494.3635886823892563213495804326577257,0.2363224296204215733093498407904250555502,6713.672709395222200755476013628055053022
1984,38805.9036004259431146079742327636629148,0.8701498293599210808568264850710869609869,66183.2227762936357318287130941901699867,17529.1777540145948393176122096410545256,0.4183554915573328650292155808015089835378,14373.5184407182142126634553166158296396,56335.0813544405379539255864424047174394,0.7101071146847485516030622463942389992478,78407.7264692193998318082633167355919661
1985,1601.800209528475376074188543952969500932,0.3572586561731082194819553307532849194623,1121.623701015334726092406754552549666339,5722.721809522731541735484267572696145034,0.2501067309389573088763289076569836448731,2805.330837951497243925773248233986598117,7324.522019051206917809672811525665645961,0.2509493204509926860259175469378161701243,3602.644293686097229645767252046676617836
1986,1847.315559461914893126709254605413645289,0.6492316503933796188355479050417306178539,2350.698029754983681393690955795514733972,5061.645166944180303256614019999338971482,0.2882842303860915380912699870306096965406,2860.017263622366365387113331180343874629,6908.960726406095196383323274604752616771,0.3317842436504442251328601502129029288131,4492.877245681689222497962773976220318736
1987,7074.23413609505806371595736632643931428,0.4696652663540029888225272413753522009075,6512.143237168144722193655138178054626675,15426.7945372511349719040430197818887399,0.3200450150452488798652146405585644254777,9677.046631958025338200101027951254154037,22501.0286733461930356200003861083280541,0.320082744276764583022595092358446311148,14116.2943733570412164199870474419134619
1988,1204.842845975775402003778458338137003469,0.4153635050084369926344910955003384140099,980.877585078123393921129086408156203035,18018.9223312130288892593010544218433229,0.4218857328429588359425037439461838730497,14899.7754553785632709144546673562186371,19223.7651771888042912630795127599803264,0.4112924162306768432014854979794561545901,15496.9141044031725864256243639242748588
