"SURVEY_YEAR","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1975,9152.720588445478390320079201000647984752,0.5230606662299247520302598422358515760788,9383.359132464936052730817925178120340686,58473.5289777947261233604261530654332115,0.2993851690011369832397467244637519054862,34311.9704160155113103284431840799123834,67626.2495662402045136805053540660811959,0.2999878862929608535228779203662167190152,39762.6291039814530389373696289988916319
1976,11792.7333129054159441505558056756914823,0.6432318654710973088637345697259056498901,14867.5052218120762206597386951715153988,59314.3774605237867891903279012362107599,0.2274629185859467586642736654540904478597,26443.969966107305630658005340356617471,71107.1107734292027333408837069119022424,0.2356934116022300595218373377690974438804,32848.5759536397443649699807236949562627
1977,6133.847592909075947535491867507182315028,0.2506223275606362074411980025391496131523,3013.067154848673595207803630677159819628,131371.1193760063684872063469958531655789,0.1891999709217448899018549664224559019682,48716.607453159063942093291264426109733,137504.9669689154444347418388633603478941,0.1881561059350639732918107155440780722406,50709.9022979374246465765050403902990576
1978,3858.52545086930983368300551246712218244,0.4924709247618586957215092076021441493212,3724.41473013328249750964551990993703527,139985.1063866993039678496151445097751103,0.1961705306285689125765039308184758839144,53823.4670959519280764599992820995055142,143843.6318375686138015326206569768972927,0.1931345873402562621130465779831266335858,54451.1137338862211447341285762058825171
1979,5184.110290290358261397278251975821395669,0.3502394683155302265905337471329574814137,3558.732862250313709630971305681229447642,58481.9272938216254092515820706045678885,0.1854111975055131867979472854156303000627,21252.6801770765344676811246718396305925,63666.0375841119836706488603225803892842,0.1752968943149813736137175533289805414131,21874.4989771979924946020642116779333273
1980,7653.421545450481632181430721569055956095,0.4262450917600942522698462016708715961663,6393.977403081676896148309397427655881099,73132.8928428679178474295936862747157172,0.3209338169983175566701572917442352417893,46002.8041584534587015703402096634228321,80786.3143883183994796110244078437716729,0.3251069590130985367819426626164186877866,51477.8182812981520785507301194904824268
1981,4240.296807772238644808738469614358187386,0.2326241872625393072903559985872991412463,1933.335373373515489771826000384685016753,58419.4915796318405293104086696196251882,0.2640668955902163026814221310215226216193,30236.241415448636924883110625530246788,62659.7883874040791741191471392339833756,0.2555261191399209553989322703897448807429,31381.9766034136185730881069177079162332
1982,22104.1702727456274868984610034385631433,0.4931091745850695813916201968817023596177,21363.5475498396003120947278520862482919,48434.9362908192639942831387570476925702,0.1956929474208925906236360101592682174713,18577.6158641514101899900467922600926031,70539.1065635648914811815997604862557145,0.2533339088391507365307909834885512622413,35025.0972798678036912236257112761801429
1983,7304.821826798541188802856280712923200708,0.3148441075927977924233032812217146319019,4507.76501399824414002765714150251961537,7182.59508161540940823270368546894109987,0.1895040588191482750817287405916547551944,2667.816604808320433818204584678272164073,14487.4169084139505970355599661818643006,0.2368956568629824408260437427530310826997,6726.732043742538256202840737844602237181
1984,39041.3306632880297122679650605414542244,0.8699264280865728309107444131688692456193,66567.6472500554520839570911212364319286,17502.4225617750159192062756389259724681,0.4189295859387269828585524309534809173427,14371.2739679889195888027107441671899605,56543.7532250630456314742406994674266921,0.7110611752074537082989161864812214721791,78803.8925329530167284067291744839617767
1985,1610.067336475036946495938969859624607199,0.3575027459504130871415985338995275569096,1128.182848151591064223061818313462430413,5707.052535217323922532439588632368393236,0.2501348734405084735639739208934462600141,2797.964412685239961296988808583513393931,7317.119871692360869028378558491993000441,0.2511032252764573673818591834854589719211,3601.210703052163048499876191702827237433
1986,1858.007792541562358160816573428707263386,0.6495954207630509475157453664394009360237,2365.628573403044801228441600305307154085,5030.692291260930751012555456723284746374,0.2883770794707245976336324298987465549299,2843.443247312641481184562327665032505358,6888.700083802493109173372030151992009755,0.3326724900576722050522060075576470053391,4491.694779872578326240997067187109379116
1987,7101.4225907780289099661609939927822947,0.4701432566316340516090912375874640846066,6543.824449349843280062352284515874834225,15316.9187848690749090625166573169812162,0.3199736207733107363581445216548798779182,9605.97952686318186317905339653764673374,22418.3413756471038190286776513097635109,0.3203560480453920539070788327112285629426,14076.4284437962161973871909447370384902
1988,1205.761153564555298670196221716897623224,0.4146613474223900717955866521863467631643,979.965787429041627977064227712246149159,17864.1985850817320782663987014565924951,0.4220477713080353807414686111860496517013,14777.5085901142920149268391134220936501,19069.9597386462873769365949231734901183,0.4113642907216932253295234379497933172457,15375.6129054797735845290682346769957359
1989,1326.250052282685331978980472256964174437,0.6331522044492651915255599509660168437307,1645.847562737321448151834275914786012596,11517.2926516095842330502663022688898404,0.3275466234264461459609160392633589048644,7394.00262533592219057899054341051559294,12843.5427038922695650292467745258540148,0.3429959745971038255384846685736680515782,8634.355556122060102077911225990485374453
1990,2884.106116708252301854493303560969519647,0.6512474266124975134818343766290157743964,3681.40270570388095010002038784087436342,17778.1607373918336139677834632234609938,0.4133394337955289152332634865393439016896,14402.8931905141089289319029360096762102,20662.2668541000859158222767667844305135,0.397607776834879237145087502769885947486,16102.3368569263884932271178368418852981
1991,1834.573422442401870129007518606491639728,0.3482890034870095089063760001371754781759,1252.365028287384680626305002522716201428,15362.244232009987224617560014261273987,0.4384389431270824894941871394366682143689,13201.3960052794524986356906362537480695,17196.8176544523890947465675328677656267,0.4144204351466602084973365097008561908489,13968.3568047720181707285152848681176847
1992,1087.80908240436938526805127902878177336,0.2624042263507020608633223134989462789765,559.473573343747882985445067026293530338,11017.0060636786604419922643457517071088,0.2582168303959726784086491584028427155699,5575.761716983977864631346319319673116355,12104.8151460830298272603156247804888822,0.2467570519003801177533045367724874079783,5854.419058523174354746754391766915816384
1993,1171.632926004973021610903254418233890783,0.3313192181725877491165493801601341949096,760.841629857288869637662768290919147302,15869.2066709027115005869656774153985201,0.2488218040061815769315419264351016422928,7739.265078721849663654785850926143136561,17040.8395969076845221978689318336324109,0.2479792524388927780912052337671646011513,8282.518341777611083017663821970582192752
